Unique_ID,Topology_Name,Angle_deg,f_TE_GHz,L_TE_nH,C_TE_fF,R_TE_ohm,f_TM_GHz,L_TM_nH,C_TM_fF,R_TM_ohm
ID597_6_R10_W0.1578_Ang60,ID597_6_R10_W0.1578.csv,60,4.5249,13.6935,90.34,3.443,4.6002,12.6872,94.3464,3.3647
ID597_6_R10_W0.1578_Ang80,ID597_6_R10_W0.1578.csv,80,4.5429,14.0365,87.44,3.517,4.6131,12.7294,93.5092,3.1687
ID598_6_R10_W0.1789_Ang0,ID598_6_R10_W0.1789.csv,0,4.2763,9.5866,144.49,2.922,4.3038,9.6547,141.643,2.9857
ID598_6_R10_W0.1789_Ang20,ID598_6_R10_W0.1789.csv,20,4.3814,10.5276,125.34,2.857,4.339,10.1901,132.0358,2.7427
ID598_6_R10_W0.1789_Ang40,ID598_6_R10_W0.1789.csv,40,4.5344,11.9352,103.22,2.895,4.6023,11.5904,103.1771,2.8089
ID598_6_R10_W0.1789_Ang60,ID598_6_R10_W0.1789.csv,60,4.5046,12.3049,101.45,3.06,4.6679,11.2836,103.0285,3.0445
ID598_6_R10_W0.1789_Ang80,ID598_6_R10_W0.1789.csv,80,4.5243,12.8283,96.47,3.046,4.6739,11.5593,100.311,2.9078
ID599_6_R10_W0.2_Ang0,ID599_6_R10_W0.2.csv,0,4.2329,8.6075,164.24,2.748,4.2393,8.5513,164.8252,2.7698
ID599_6_R10_W0.2_Ang20,ID599_6_R10_W0.2.csv,20,4.3567,9.9417,134.24,2.56,4.3773,9.6487,137.0138,2.5201
ID599_6_R10_W0.2_Ang40,ID599_6_R10_W0.2.csv,40,4.5522,9.9537,122.8,3.241,4.5656,9.4123,129.1079,3.0062
ID599_6_R10_W0.2_Ang60,ID599_6_R10_W0.2.csv,60,4.4028,10.9875,118.93,2.668,4.6232,10.2271,115.8807,2.6918
ID599_6_R10_W0.2_Ang80,ID599_6_R10_W0.2.csv,80,4.4118,11.1837,116.36,2.701,4.6722,10.3904,111.6759,2.6999
ID60_1_R7_W0.01_Ang0,ID60_1_R7_W0.01.csv,0,7.981,4.9967,79.59,2.396,7.9839,4.9906,79.6267,2.4014
ID60_1_R7_W0.01_Ang20,ID60_1_R7_W0.01.csv,20,8.1413,5.343,71.53,2.619,8.1659,5.0912,74.6137,2.4481
ID60_1_R7_W0.01_Ang40,ID60_1_R7_W0.01.csv,40,8.3162,5.85,62.61,3.211,8.4151,4.8945,73.0831,2.5252
ID60_1_R7_W0.01_Ang60,ID60_1_R7_W0.01.csv,60,8.5129,6.5877,53.06,4.045,8.7129,4.6925,71.1071,2.6153
ID60_1_R7_W0.01_Ang80,ID60_1_R7_W0.01.csv,80,8.6034,6.9307,49.38,4.727,8.8255,4.4094,73.7535,2.6342
ID640_8_R5_W0.01_Ang0,ID640_8_R5_W0.01.csv,0,18.6401,16.8746,4.32,16.346,18.726,16.8471,4.2877,16.4595
ID640_8_R5_W0.01_Ang20,ID640_8_R5_W0.01.csv,20,18.6085,18.1407,4.03,16.04,18.6247,17.7803,4.107,15.7152
ID640_8_R5_W0.01_Ang40,ID640_8_R5_W0.01.csv,40,18.5906,20.2313,3.62,17.833,18.3887,19.0243,3.9376,16.0711
ID640_8_R5_W0.01_Ang60,ID640_8_R5_W0.01.csv,60,18.5679,22.6658,3.24,23.642,18.1115,20.8102,3.7107,16.9989
ID640_8_R5_W0.01_Ang80,ID640_8_R5_W0.01.csv,80,18.5568,24.744,2.97,30.255,17.9201,22.2797,3.5404,16.8322
ID641_8_R5_W0.02_Ang0,ID641_8_R5_W0.02.csv,0,19.0163,15.5147,4.51,11.826,19.129,15.447,4.4814,12.0836
ID641_8_R5_W0.02_Ang20,ID641_8_R5_W0.02.csv,20,18.9233,17.0975,4.14,12.163,18.8874,16.7022,4.2513,11.827
ID641_8_R5_W0.02_Ang40,ID641_8_R5_W0.02.csv,40,18.8843,19.3566,3.67,13.596,18.6434,18.1958,4.0051,12.065
ID641_8_R5_W0.02_Ang60,ID641_8_R5_W0.02.csv,60,18.7947,21.6635,3.31,16.728,18.3326,19.9504,3.7778,12.3571
ID641_8_R5_W0.02_Ang80,ID641_8_R5_W0.02.csv,80,18.8185,23.386,3.06,15.99,18.1054,21.435,3.6049,12.2274
ID642_8_R5_W0.03_Ang0,ID642_8_R5_W0.03.csv,0,19.2392,14.7802,4.63,9.522,19.333,14.7564,4.5926,9.5069
ID642_8_R5_W0.03_Ang20,ID642_8_R5_W0.03.csv,20,19.2352,15.5667,4.4,10.104,19.2014,15.2289,4.5113,9.804
ID642_8_R5_W0.03_Ang40,ID642_8_R5_W0.03.csv,40,19.0924,18.3641,3.78,10.976,18.8475,17.3617,4.1072,9.7749
ID642_8_R5_W0.03_Ang60,ID642_8_R5_W0.03.csv,60,19.0453,20.8517,3.35,12.158,18.5099,19.2796,3.8347,9.9182
ID642_8_R5_W0.03_Ang80,ID642_8_R5_W0.03.csv,80,18.9968,22.2843,3.15,13.819,18.2938,20.6778,3.6604,10.0708
ID643_8_R5_W0.04_Ang0,ID643_8_R5_W0.04.csv,0,19.4478,14.1752,4.72,8.677,19.4756,14.1363,4.7242,8.7029
ID643_8_R5_W0.04_Ang20,ID643_8_R5_W0.04.csv,20,19.4265,14.9679,4.48,8.803,19.3656,14.6098,4.6231,8.4842
ID643_8_R5_W0.04_Ang40,ID643_8_R5_W0.04.csv,40,19.2973,17.7328,3.84,9.424,19.0129,16.782,4.1754,8.4792
ID643_8_R5_W0.04_Ang60,ID643_8_R5_W0.04.csv,60,19.245,20.2218,3.38,10.529,18.642,18.7872,3.8797,8.5972
ID643_8_R5_W0.04_Ang80,ID643_8_R5_W0.04.csv,80,19.3128,20.4549,3.32,11.093,18.4851,19.4346,3.8144,8.6451
ID644_8_R5_W0.05_Ang0,ID644_8_R5_W0.05.csv,0,19.7738,13.0389,4.97,7.761,19.7715,13.0151,4.9787,7.7619
ID644_8_R5_W0.05_Ang20,ID644_8_R5_W0.05.csv,20,19.6119,14.4532,4.56,7.673,19.5605,14.1523,4.6779,7.6132
ID644_8_R5_W0.05_Ang40,ID644_8_R5_W0.05.csv,40,19.5357,16.4311,4.04,8.833,19.2115,15.5499,4.4136,7.7808
ID644_8_R5_W0.05_Ang60,ID644_8_R5_W0.05.csv,60,19.3956,19.6182,3.43,9.167,18.7786,18.3926,3.9055,7.5636
ID644_8_R5_W0.05_Ang80,ID644_8_R5_W0.05.csv,80,19.4499,19.9626,3.35,9.784,18.5601,19.148,3.8402,7.696
ID645_8_R5_W0.06_Ang0,ID645_8_R5_W0.06.csv,0,19.8951,12.7768,5.01,6.706,19.8932,12.7681,5.0131,6.7701
ID645_8_R5_W0.06_Ang20,ID645_8_R5_W0.06.csv,20,19.8844,13.5059,4.74,7.249,19.7277,13.2515,4.9116,6.9705
ID645_8_R5_W0.06_Ang40,ID645_8_R5_W0.06.csv,40,19.6826,16.0916,4.06,7.6,19.3114,15.224,4.4615,6.7512
ID645_8_R5_W0.06_Ang60,ID645_8_R5_W0.06.csv,60,19.5525,19.1838,3.45,8.493,18.8681,17.9325,3.9677,6.9318
ID645_8_R5_W0.06_Ang80,ID645_8_R5_W0.06.csv,80,19.5899,19.8967,3.32,9.033,18.6345,18.9712,3.8451,6.9453
ID646_8_R5_W0.07_Ang0,ID646_8_R5_W0.07.csv,0,19.9982,12.4452,5.09,6.954,,,,
ID646_8_R5_W0.07_Ang20,ID646_8_R5_W0.07.csv,20,19.9574,13.1961,4.82,7.031,19.9122,12.8848,4.9582,6.7536
ID646_8_R5_W0.07_Ang40,ID646_8_R5_W0.07.csv,40,19.7988,15.6549,4.13,7.11,19.4584,14.8,4.5203,6.3717
ID646_8_R5_W0.07_Ang60,ID646_8_R5_W0.07.csv,60,19.6768,18.4869,3.54,7.695,18.9844,17.407,4.0376,6.2344
ID646_8_R5_W0.07_Ang80,ID646_8_R5_W0.07.csv,80,19.6315,20.1168,3.27,8.109,18.6865,19.1535,3.7873,6.2798
ID647_8_R5_W0.08_Ang40,ID647_8_R5_W0.08.csv,40,19.8971,15.3579,4.17,6.536,19.5555,14.5066,4.566,5.7755
ID647_8_R5_W0.08_Ang60,ID647_8_R5_W0.08.csv,60,19.7688,18.2448,3.55,7.155,19.0689,17.2261,4.0439,5.8007
ID647_8_R5_W0.08_Ang80,ID647_8_R5_W0.08.csv,80,19.7563,19.2058,3.38,7.642,18.7517,18.5583,3.8817,5.9249
ID648_8_R5_W0.09_Ang40,ID648_8_R5_W0.09.csv,40,,,,,19.6328,14.1097,4.6576,5.5149
ID648_8_R5_W0.09_Ang60,ID648_8_R5_W0.09.csv,60,19.8896,17.6368,3.63,6.663,19.1311,16.6994,4.1444,5.4082
ID648_8_R5_W0.09_Ang80,ID648_8_R5_W0.09.csv,80,19.8611,18.6673,3.44,7.366,18.7834,18.3931,3.9034,5.5167
ID649_8_R5_W0.1_Ang40,ID649_8_R5_W0.1.csv,40,,,,,19.7559,13.8551,4.6842,5.3044
ID649_8_R5_W0.1_Ang60,ID649_8_R5_W0.1.csv,60,19.9797,17.3033,3.67,6.274,19.2129,16.4264,4.1774,5.1317
ID649_8_R5_W0.1_Ang80,ID649_8_R5_W0.1.csv,80,19.9448,18.358,3.47,6.724,18.8531,18.0176,3.9553,5.3529
ID650_8_R6_W0.01_Ang0,ID650_8_R6_W0.01.csv,0,15.6553,19.7832,5.22,16.137,15.5757,19.9808,5.2256,16.1747
ID650_8_R6_W0.01_Ang20,ID650_8_R6_W0.01.csv,20,15.597,20.8152,5.0,17.908,15.5037,20.5333,5.1323,17.3216
ID650_8_R6_W0.01_Ang40,ID650_8_R6_W0.01.csv,40,15.4959,23.5747,4.47,18.915,15.4009,22.452,4.7566,17.1273
ID650_8_R6_W0.01_Ang60,ID650_8_R6_W0.01.csv,60,15.5304,24.5124,4.28,29.68,15.2349,23.6366,4.6172,20.7191
ID650_8_R6_W0.01_Ang80,ID650_8_R6_W0.01.csv,80,15.4686,30.4162,3.48,22.277,14.9159,28.117,4.0492,17.5854
ID651_8_R6_W0.0222_Ang0,ID651_8_R6_W0.0222.csv,0,15.8775,18.3633,5.47,15.131,15.8862,18.5569,5.4087,15.1218
ID651_8_R6_W0.0222_Ang20,ID651_8_R6_W0.0222.csv,20,15.8148,19.6129,5.16,13.564,15.8319,19.368,5.2179,13.1797
ID651_8_R6_W0.0222_Ang40,ID651_8_R6_W0.0222.csv,40,15.7468,21.1814,4.82,14.972,15.6964,20.3795,5.0448,13.1655
ID651_8_R6_W0.0222_Ang60,ID651_8_R6_W0.0222.csv,60,15.7597,22.1903,4.6,15.975,15.5266,22.0722,4.7604,12.6499
ID651_8_R6_W0.0222_Ang80,ID651_8_R6_W0.0222.csv,80,15.6883,28.5165,3.61,15.666,15.1183,26.8109,4.1335,12.3523
ID652_8_R6_W0.0344_Ang0,ID652_8_R6_W0.0344.csv,0,16.108,16.2812,6.0,13.197,16.2971,16.2898,5.8547,13.5904
ID652_8_R6_W0.0344_Ang20,ID652_8_R6_W0.0344.csv,20,16.0369,17.5579,5.61,14.257,16.0469,17.3758,5.6613,13.5371
ID652_8_R6_W0.0344_Ang40,ID652_8_R6_W0.0344.csv,40,15.972,19.5924,5.07,16.477,15.8552,19.2711,5.2286,13.2248
ID652_8_R6_W0.0344_Ang60,ID652_8_R6_W0.0344.csv,60,16.0415,21.8827,4.5,11.711,15.5119,21.2593,4.9518,9.6273
ID652_8_R6_W0.0344_Ang80,ID652_8_R6_W0.0344.csv,80,15.9323,27.8446,3.58,12.729,15.248,26.2672,4.1476,9.8589
ID653_8_R6_W0.0467_Ang0,ID653_8_R6_W0.0467.csv,0,16.2787,17.2215,5.55,8.238,16.2638,17.3358,5.524,8.1664
ID653_8_R6_W0.0467_Ang20,ID653_8_R6_W0.0467.csv,20,16.2031,17.3406,5.56,9.505,16.2277,17.0529,5.6406,9.2175
ID653_8_R6_W0.0467_Ang40,ID653_8_R6_W0.0467.csv,40,16.1136,18.5545,5.26,17.394,16.0182,18.3668,5.375,13.1846
ID653_8_R6_W0.0467_Ang60,ID653_8_R6_W0.0467.csv,60,16.0869,22.6742,4.32,11.568,15.6513,21.8621,4.7299,9.0912
ID653_8_R6_W0.0467_Ang80,ID653_8_R6_W0.0467.csv,80,16.1441,26.7535,3.63,10.935,15.3214,25.3799,4.2516,8.3146
ID654_8_R6_W0.0589_Ang0,ID654_8_R6_W0.0589.csv,0,16.3922,16.4028,5.75,7.442,16.4519,16.4213,5.699,7.5767
ID654_8_R6_W0.0589_Ang20,ID654_8_R6_W0.0589.csv,20,16.3432,17.2364,5.5,8.084,16.3513,16.8861,5.6106,7.9113
ID654_8_R6_W0.0589_Ang40,ID654_8_R6_W0.0589.csv,40,16.2941,18.1703,5.25,11.104,16.2003,17.8221,5.4155,9.1054
ID654_8_R6_W0.0589_Ang60,ID654_8_R6_W0.0589.csv,60,16.2784,21.0276,4.55,11.099,15.7685,20.7693,4.905,8.9157
ID654_8_R6_W0.0589_Ang80,ID654_8_R6_W0.0589.csv,80,16.2787,26.4411,3.62,10.017,15.4214,25.2192,4.2234,7.557
ID655_8_R6_W0.0711_Ang0,ID655_8_R6_W0.0711.csv,0,16.4784,16.0669,5.81,6.36,16.6252,16.0464,5.7112,6.4386
ID655_8_R6_W0.0711_Ang20,ID655_8_R6_W0.0711.csv,20,16.5117,16.0611,5.78,8.056,16.4875,15.9346,5.8478,7.7928
ID655_8_R6_W0.0711_Ang40,ID655_8_R6_W0.0711.csv,40,16.3896,18.4989,5.1,8.242,16.2573,17.9004,5.3541,7.0697
ID655_8_R6_W0.0711_Ang60,ID655_8_R6_W0.0711.csv,60,16.3986,20.7443,4.54,9.355,15.8269,20.4798,4.9377,7.3706
ID655_8_R6_W0.0711_Ang80,ID655_8_R6_W0.0711.csv,80,16.4056,25.9731,3.62,8.672,15.4948,24.6537,4.2794,6.5631
ID656_8_R6_W0.0833_Ang0,ID656_8_R6_W0.0833.csv,0,16.7212,15.0142,6.03,7.72,16.7626,15.0144,6.0041,7.7047
ID656_8_R6_W0.0833_Ang20,ID656_8_R6_W0.0833.csv,20,16.657,15.9471,5.72,7.124,16.6655,15.6796,5.8166,6.8595
ID656_8_R6_W0.0833_Ang40,ID656_8_R6_W0.0833.csv,40,16.5957,17.894,5.14,9.96,16.3348,17.3626,5.4676,8.11
ID656_8_R6_W0.0833_Ang60,ID656_8_R6_W0.0833.csv,60,16.4438,20.5428,4.56,9.043,15.927,20.3322,4.9112,7.1467
ID656_8_R6_W0.0833_Ang80,ID656_8_R6_W0.0833.csv,80,16.51,25.3437,3.67,9.397,15.5866,24.5628,4.2448,6.0854
ID657_8_R6_W0.0956_Ang0,ID657_8_R6_W0.0956.csv,0,16.7889,14.4174,6.23,6.254,16.858,14.3894,6.1942,6.3549
ID657_8_R6_W0.0956_Ang20,ID657_8_R6_W0.0956.csv,20,16.7716,15.3393,5.87,6.617,16.762,15.0481,5.9912,6.3561
ID657_8_R6_W0.0956_Ang40,ID657_8_R6_W0.0956.csv,40,16.6077,16.7922,5.47,8.785,16.4242,16.5736,5.6657,7.2816
ID657_8_R6_W0.0956_Ang60,ID657_8_R6_W0.0956.csv,60,16.5223,20.1178,4.61,8.673,16.0158,20.0895,4.9155,6.7924
ID657_8_R6_W0.0956_Ang80,ID657_8_R6_W0.0956.csv,80,16.5667,24.8157,3.72,7.313,15.6399,24.0034,4.3142,5.566
ID658_8_R6_W0.1078_Ang0,ID658_8_R6_W0.1078.csv,0,16.8864,14.2309,6.24,5.627,16.9897,14.1867,6.1857,5.6684
ID658_8_R6_W0.1078_Ang20,ID658_8_R6_W0.1078.csv,20,16.8201,14.9393,5.99,6.389,16.8738,14.6515,6.072,6.1423
ID658_8_R6_W0.1078_Ang40,ID658_8_R6_W0.1078.csv,40,16.7661,17.0156,5.3,7.006,16.4582,16.6823,5.6056,5.9789
ID658_8_R6_W0.1078_Ang60,ID658_8_R6_W0.1078.csv,60,16.6982,19.8886,4.57,7.332,16.0133,19.852,4.9759,5.9781
ID658_8_R6_W0.1078_Ang80,ID658_8_R6_W0.1078.csv,80,16.6574,23.0619,3.96,7.062,15.6835,23.1846,4.4418,5.4836
ID659_8_R6_W0.12_Ang0,ID659_8_R6_W0.12.csv,0,16.9697,13.9147,6.32,5.827,17.0302,13.9675,6.253,5.9101
ID659_8_R6_W0.12_Ang20,ID659_8_R6_W0.12.csv,20,16.9528,13.9472,6.32,7.346,16.9403,13.7389,6.4246,6.8162
ID659_8_R6_W0.12_Ang40,ID659_8_R6_W0.12.csv,40,16.8102,15.9244,5.63,8.748,16.5741,15.8597,5.8142,6.9571
ID659_8_R6_W0.12_Ang60,ID659_8_R6_W0.12.csv,60,16.7323,19.7631,4.58,7.514,16.1303,19.7799,4.9219,6.2907
ID659_8_R6_W0.12_Ang80,ID659_8_R6_W0.12.csv,80,16.6894,23.942,3.8,6.114,15.7719,23.8136,4.2761,4.8318
ID660_8_R7_W0.01_Ang0,ID660_8_R7_W0.01.csv,0,13.4826,21.4479,6.5,17.376,13.4891,21.5315,6.4655,17.5152
ID660_8_R7_W0.01_Ang20,ID660_8_R7_W0.01.csv,20,13.3364,24.7831,5.75,18.67,13.2591,24.3887,5.9077,18.0779
ID660_8_R7_W0.01_Ang40,ID660_8_R7_W0.01.csv,40,13.3937,25.3131,5.58,21.87,13.1647,24.2685,6.0225,19.0661
ID660_8_R7_W0.01_Ang60,ID660_8_R7_W0.01.csv,60,13.3411,28.996,4.91,22.442,12.9861,27.3946,5.483,18.5836
ID660_8_R7_W0.01_Ang80,ID660_8_R7_W0.01.csv,80,13.3106,35.2544,4.06,23.777,12.743,32.5029,4.7993,18.734
ID661_8_R7_W0.0244_Ang0,ID661_8_R7_W0.0244.csv,0,13.5479,21.8939,6.3,13.981,13.6002,21.8111,6.2788,13.9001
ID661_8_R7_W0.0244_Ang20,ID661_8_R7_W0.0244.csv,20,13.5652,20.7686,6.63,19.404,13.6696,20.4957,6.614,18.4928
ID661_8_R7_W0.0244_Ang40,ID661_8_R7_W0.0244.csv,40,13.4219,23.5242,5.98,18.752,13.47,23.0698,6.0515,15.6265
ID661_8_R7_W0.0244_Ang60,ID661_8_R7_W0.0244.csv,60,13.4771,27.5715,5.06,19.214,13.1942,26.5262,5.4853,14.471
ID661_8_R7_W0.0244_Ang80,ID661_8_R7_W0.0244.csv,80,13.4561,32.0828,4.36,16.895,12.9817,29.9776,5.014,13.3184
ID662_8_R7_W0.0389_Ang0,ID662_8_R7_W0.0389.csv,0,13.7522,20.8929,6.41,10.142,13.7988,21.0799,6.3109,10.264
ID662_8_R7_W0.0389_Ang20,ID662_8_R7_W0.0389.csv,20,13.668,20.4895,6.62,12.565,13.8293,20.2088,6.5539,12.1996
ID662_8_R7_W0.0389_Ang40,ID662_8_R7_W0.0389.csv,40,13.6779,20.9359,6.47,23.663,13.6651,21.4557,6.3223,17.7463
ID662_8_R7_W0.0389_Ang60,ID662_8_R7_W0.0389.csv,60,13.6219,25.0147,5.46,10.899,13.427,24.8224,5.6603,9.3359
ID662_8_R7_W0.0389_Ang80,ID662_8_R7_W0.0389.csv,80,13.7354,30.7456,4.37,13.198,13.1178,28.9174,5.0905,10.5589
ID663_8_R7_W0.0533_Ang0,ID663_8_R7_W0.0533.csv,0,13.9344,19.1714,6.8,12.089,14.0079,19.2247,6.7149,12.2121
ID663_8_R7_W0.0533_Ang20,ID663_8_R7_W0.0533.csv,20,13.8279,20.1682,6.57,9.839,13.9767,19.8531,6.5313,9.659
ID663_8_R7_W0.0533_Ang40,ID663_8_R7_W0.0533.csv,40,13.8031,22.0736,6.02,16.465,13.7323,21.6536,6.2033,12.6462
ID663_8_R7_W0.0533_Ang60,ID663_8_R7_W0.0533.csv,60,13.8385,27.1309,4.88,12.676,13.4104,25.6257,5.4965,10.0541
ID663_8_R7_W0.0533_Ang80,ID663_8_R7_W0.0533.csv,80,13.8256,30.7328,4.31,10.81,13.2036,29.0255,5.0058,8.6897
ID664_8_R7_W0.0678_Ang0,ID664_8_R7_W0.0678.csv,0,14.0487,18.6839,6.87,7.906,14.1577,18.705,6.7562,8.005
ID664_8_R7_W0.0678_Ang20,ID664_8_R7_W0.0678.csv,20,14.049,19.7529,6.5,8.49,14.0823,19.3295,6.608,8.2415
ID664_8_R7_W0.0678_Ang40,ID664_8_R7_W0.0678.csv,40,14.0555,21.1116,6.07,11.418,13.8461,20.5402,6.4325,9.3696
ID664_8_R7_W0.0678_Ang60,ID664_8_R7_W0.0678.csv,60,13.9462,25.9899,5.01,11.861,13.5095,24.7974,5.597,9.1449
ID664_8_R7_W0.0678_Ang80,ID664_8_R7_W0.0678.csv,80,13.9616,29.8303,4.36,9.478,13.2733,28.3554,5.0705,7.5681
ID665_8_R7_W0.0822_Ang0,ID665_8_R7_W0.0822.csv,0,14.1603,18.5387,6.81,6.452,14.2717,18.462,6.7361,6.5164
ID665_8_R7_W0.0822_Ang20,ID665_8_R7_W0.0822.csv,20,14.1084,18.9291,6.72,8.224,14.1782,18.8602,6.6811,7.8297
ID665_8_R7_W0.0822_Ang40,ID665_8_R7_W0.0822.csv,40,14.0835,21.6914,5.89,9.72,13.9014,20.9502,6.2566,8.0676
ID665_8_R7_W0.0822_Ang60,ID665_8_R7_W0.0822.csv,60,14.0237,25.1776,5.12,8.876,13.546,24.2427,5.6943,7.1929
ID665_8_R7_W0.0822_Ang80,ID665_8_R7_W0.0822.csv,80,14.0564,28.7087,4.47,8.362,13.3252,27.7675,5.1375,6.5398
ID666_8_R7_W0.0967_Ang0,ID666_8_R7_W0.0967.csv,0,14.2935,17.5952,7.05,6.388,14.4193,17.4643,6.9759,6.5783
ID666_8_R7_W0.0967_Ang20,ID666_8_R7_W0.0967.csv,20,14.2367,18.7189,6.68,7.287,14.289,18.3629,6.7561,7.106
ID666_8_R7_W0.0967_Ang40,ID666_8_R7_W0.0967.csv,40,14.186,21.6106,5.82,7.499,14.0348,20.693,6.2145,6.7114
ID666_8_R7_W0.0967_Ang60,ID666_8_R7_W0.0967.csv,60,14.1401,25.4014,4.99,8.92,13.6755,24.2482,5.5857,7.2742
ID666_8_R7_W0.0967_Ang80,ID666_8_R7_W0.0967.csv,80,14.1481,28.6438,4.42,7.96,13.4098,27.5538,5.1122,6.307
ID667_8_R7_W0.1111_Ang0,ID667_8_R7_W0.1111.csv,0,14.3798,17.0209,7.2,6.664,14.5107,16.944,7.0998,6.7504
ID667_8_R7_W0.1111_Ang20,ID667_8_R7_W0.1111.csv,20,14.349,18.2163,6.75,5.825,14.4086,17.823,6.8456,5.7327
ID667_8_R7_W0.1111_Ang40,ID667_8_R7_W0.1111.csv,40,14.2969,20.9647,5.91,6.679,14.1049,20.1391,6.3221,5.9444
ID667_8_R7_W0.1111_Ang60,ID667_8_R7_W0.1111.csv,60,14.2333,24.8031,5.04,6.941,13.7453,24.0512,5.5744,5.6785
ID667_8_R7_W0.1111_Ang80,ID667_8_R7_W0.1111.csv,80,14.2271,27.8627,4.49,7.127,13.474,27.1717,5.1349,5.5155
ID668_8_R7_W0.1256_Ang0,ID668_8_R7_W0.1256.csv,0,14.4573,16.4009,7.39,6.041,14.5478,16.4413,7.2796,6.0619
ID668_8_R7_W0.1256_Ang20,ID668_8_R7_W0.1256.csv,20,14.3657,16.4014,7.48,9.379,14.4842,16.4414,7.3437,8.7581
ID668_8_R7_W0.1256_Ang40,ID668_8_R7_W0.1256.csv,40,14.3962,20.5554,5.95,6.85,14.1274,19.7488,6.4265,5.8688
ID668_8_R7_W0.1256_Ang60,ID668_8_R7_W0.1256.csv,60,14.3419,24.2164,5.09,6.803,13.7144,23.395,5.7566,5.5704
ID668_8_R7_W0.1256_Ang80,ID668_8_R7_W0.1256.csv,80,14.3106,26.6188,4.65,7.041,13.4687,26.2743,5.3144,5.4141
ID669_8_R7_W0.14_Ang0,ID669_8_R7_W0.14.csv,0,14.5753,16.3519,7.29,5.89,14.5915,16.3512,7.2759,5.9084
ID669_8_R7_W0.14_Ang20,ID669_8_R7_W0.14.csv,20,14.5033,15.8549,7.6,10.567,14.5321,15.7717,7.6051,9.7749
ID669_8_R7_W0.14_Ang40,ID669_8_R7_W0.14.csv,40,14.4366,19.8861,6.11,6.259,14.1557,19.08,6.6252,5.331
ID669_8_R7_W0.14_Ang60,ID669_8_R7_W0.14.csv,60,14.3346,22.5988,5.45,10.037,13.8071,22.2096,5.9827,8.2332
ID669_8_R7_W0.14_Ang80,ID669_8_R7_W0.14.csv,80,14.3501,26.9929,4.56,6.206,13.5432,26.7233,5.1678,4.7712
ID670_8_R8_W0.01_Ang0,ID670_8_R8_W0.01.csv,0,11.6297,29.3286,6.39,18.351,11.6891,29.4085,6.3038,18.6036
ID670_8_R8_W0.01_Ang20,ID670_8_R8_W0.01.csv,20,11.7373,23.64,7.78,18.61,11.8203,23.2624,7.7934,18.3245
ID670_8_R8_W0.01_Ang40,ID670_8_R8_W0.01.csv,40,11.6053,30.2444,6.22,20.043,11.6931,28.7761,6.438,18.62
ID670_8_R8_W0.01_Ang60,ID670_8_R8_W0.01.csv,60,11.624,35.2111,5.32,22.268,11.3965,32.9809,5.9134,18.8664
ID670_8_R8_W0.01_Ang80,ID670_8_R8_W0.01.csv,80,11.6147,40.0589,4.69,24.328,11.1994,37.2373,5.4234,19.324
ID671_8_R8_W0.0267_Ang0,ID671_8_R8_W0.0267.csv,0,11.9274,26.8825,6.62,11.975,11.8747,27.1093,6.6264,12.0356
ID671_8_R8_W0.0267_Ang20,ID671_8_R8_W0.0267.csv,20,11.9758,22.0523,8.01,18.642,12.0128,21.8203,8.0444,17.6213
ID671_8_R8_W0.0267_Ang40,ID671_8_R8_W0.0267.csv,40,11.8216,26.5521,6.83,25.006,11.8015,26.7768,6.7922,19.3449
ID671_8_R8_W0.0267_Ang60,ID671_8_R8_W0.0267.csv,60,11.9051,30.9895,5.77,16.591,11.6053,29.9939,6.2704,13.2873
ID671_8_R8_W0.0267_Ang80,ID671_8_R8_W0.0267.csv,80,11.8498,31.6622,5.7,15.05,11.4123,31.7908,6.1177,11.9361
ID672_8_R8_W0.0433_Ang0,ID672_8_R8_W0.0433.csv,0,12.099,25.4447,6.8,9.44,12.092,25.3986,6.8207,9.3989
ID672_8_R8_W0.0433_Ang20,ID672_8_R8_W0.0433.csv,20,12.0975,22.1406,7.82,9.859,12.1956,21.7694,7.8232,9.794
ID672_8_R8_W0.0433_Ang40,ID672_8_R8_W0.0433.csv,40,12.0531,24.7976,7.03,24.314,11.9448,25.2654,7.0268,17.9566
ID672_8_R8_W0.0433_Ang60,ID672_8_R8_W0.0433.csv,60,12.0373,31.7762,5.5,16.643,11.6954,30.2605,6.1198,12.9004
ID672_8_R8_W0.0433_Ang80,ID672_8_R8_W0.0433.csv,80,12.0237,32.4493,5.4,12.054,11.5137,32.2574,5.9235,9.6438
ID673_8_R8_W0.06_Ang0,ID673_8_R8_W0.06.csv,0,12.2739,23.8587,7.05,7.906,12.2362,23.8969,7.0796,7.9547
ID673_8_R8_W0.06_Ang20,ID673_8_R8_W0.06.csv,20,12.2557,21.2404,7.94,10.433,12.2745,20.6862,8.1274,9.9942
ID673_8_R8_W0.06_Ang40,ID673_8_R8_W0.06.csv,40,12.1649,25.0244,6.84,16.081,12.0469,24.6761,7.0731,12.4446
ID673_8_R8_W0.06_Ang60,ID673_8_R8_W0.06.csv,60,12.2134,29.8986,5.68,13.324,11.7917,28.6299,6.3631,10.9079
ID673_8_R8_W0.06_Ang80,ID673_8_R8_W0.06.csv,80,12.2168,33.9782,4.99,11.028,11.6157,32.9227,5.7023,8.973
ID674_8_R8_W0.0767_Ang0,ID674_8_R8_W0.0767.csv,0,12.4043,23.0664,7.14,6.943,12.3477,23.208,7.1586,7.0167
