Unique_ID,Topology_Name,Angle_deg,f_TE_GHz,L_TE_nH,C_TE_fF,R_TE_ohm,f_TM_GHz,L_TM_nH,C_TM_fF,R_TM_ohm
ID561_6_R7_W0.0244_Ang60,ID561_6_R7_W0.0244.csv,60,5.7658,15.5754,48.92,8.14,5.8979,14.632,49.7665,7.9332
ID561_6_R7_W0.0244_Ang80,ID561_6_R7_W0.0244.csv,80,5.7299,16.3519,47.18,8.302,5.8771,15.1322,48.4636,8.0831
ID562_6_R7_W0.0389_Ang0,ID562_6_R7_W0.0389.csv,0,5.8789,14.2502,51.43,6.09,5.8848,14.2529,51.3178,6.0896
ID562_6_R7_W0.0389_Ang20,ID562_6_R7_W0.0389.csv,20,5.8799,14.3981,50.89,6.138,5.9029,14.1807,51.2632,6.092
ID562_6_R7_W0.0389_Ang40,ID562_6_R7_W0.0389.csv,40,5.9699,13.7358,51.74,6.295,6.049,13.0605,53.0041,6.1864
ID562_6_R7_W0.0389_Ang60,ID562_6_R7_W0.0389.csv,60,5.977,14.1363,50.16,6.532,6.0583,13.1259,52.5796,6.2241
ID562_6_R7_W0.0389_Ang80,ID562_6_R7_W0.0389.csv,80,5.8529,15.4413,47.89,6.593,5.971,14.1561,50.1887,6.2887
ID563_6_R7_W0.0533_Ang0,ID563_6_R7_W0.0533.csv,0,6.1068,11.8549,57.29,5.107,6.1166,11.8656,57.0593,5.1005
ID563_6_R7_W0.0533_Ang20,ID563_6_R7_W0.0533.csv,20,6.1411,12.0483,55.75,5.218,6.1265,11.8787,56.8121,5.1024
ID563_6_R7_W0.0533_Ang40,ID563_6_R7_W0.0533.csv,40,6.1314,12.489,53.95,5.4,6.1776,11.7718,56.3837,5.1819
ID563_6_R7_W0.0533_Ang60,ID563_6_R7_W0.0533.csv,60,6.1019,13.1218,51.85,5.561,6.1834,12.0803,54.8415,5.2959
ID563_6_R7_W0.0533_Ang80,ID563_6_R7_W0.0533.csv,80,6.0369,13.8001,50.36,5.519,6.1361,12.5007,53.8168,5.1752
ID564_6_R7_W0.0678_Ang0,ID564_6_R7_W0.0678.csv,0,6.2217,11.1227,58.83,4.51,6.2189,11.0926,59.0444,4.5021
ID564_6_R7_W0.0678_Ang20,ID564_6_R7_W0.0678.csv,20,6.2316,11.2924,57.76,4.603,6.2322,11.1119,58.6904,4.5365
ID564_6_R7_W0.0678_Ang40,ID564_6_R7_W0.0678.csv,40,6.2333,11.6491,55.96,4.712,6.2573,11.1236,58.1596,4.5826
ID564_6_R7_W0.0678_Ang60,ID564_6_R7_W0.0678.csv,60,6.2284,11.9898,54.46,4.935,6.2968,11.0443,57.8448,4.6758
ID564_6_R7_W0.0678_Ang80,ID564_6_R7_W0.0678.csv,80,6.2152,12.2561,53.5,5.004,6.2921,11.0233,58.0411,4.599
ID565_6_R7_W0.0822_Ang0,ID565_6_R7_W0.0822.csv,0,6.3055,10.1418,62.82,4.032,6.3217,10.1624,62.3706,4.0462
ID565_6_R7_W0.0822_Ang20,ID565_6_R7_W0.0822.csv,20,6.3169,10.3345,61.42,4.106,6.3267,10.1993,62.0467,4.0448
ID565_6_R7_W0.0822_Ang40,ID565_6_R7_W0.0822.csv,40,6.3325,10.6784,59.15,4.243,6.355,10.1466,61.8136,4.0806
ID565_6_R7_W0.0822_Ang60,ID565_6_R7_W0.0822.csv,60,6.2504,11.484,56.46,4.226,6.3368,10.5976,59.5241,4.0366
ID565_6_R7_W0.0822_Ang80,ID565_6_R7_W0.0822.csv,80,6.3216,11.2439,56.37,4.478,6.4111,10.0716,61.1902,4.1123
ID566_6_R7_W0.0967_Ang0,ID566_6_R7_W0.0967.csv,0,6.3765,9.2438,67.39,3.649,6.3929,9.2855,66.7471,3.6545
ID566_6_R7_W0.0967_Ang20,ID566_6_R7_W0.0967.csv,20,6.403,9.4317,65.51,3.697,6.3973,9.2917,66.6124,3.636
ID566_6_R7_W0.0967_Ang40,ID566_6_R7_W0.0967.csv,40,6.4151,9.7474,63.15,3.854,6.432,9.2461,66.2191,3.6844
ID566_6_R7_W0.0967_Ang60,ID566_6_R7_W0.0967.csv,60,6.3932,10.2604,60.4,3.878,6.4505,9.4564,64.3753,3.6245
ID566_6_R7_W0.0967_Ang80,ID566_6_R7_W0.0967.csv,80,6.392,10.4405,59.38,3.967,6.4785,9.3699,64.4108,3.6436
ID567_6_R7_W0.1111_Ang0,ID567_6_R7_W0.1111.csv,0,6.4683,8.4995,71.23,3.347,6.4577,8.4953,71.5008,3.3507
ID567_6_R7_W0.1111_Ang20,ID567_6_R7_W0.1111.csv,20,6.4474,8.6546,70.41,3.338,6.4281,8.4768,72.3174,3.274
ID567_6_R7_W0.1111_Ang40,ID567_6_R7_W0.1111.csv,40,6.4825,8.9442,67.39,3.497,6.478,8.4138,71.7403,3.3223
ID567_6_R7_W0.1111_Ang60,ID567_6_R7_W0.1111.csv,60,6.4492,9.5001,64.11,3.512,6.5219,8.7063,68.401,3.3023
ID567_6_R7_W0.1111_Ang80,ID567_6_R7_W0.1111.csv,80,6.4418,9.6579,63.2,3.629,6.5588,8.591,68.5403,3.3565
ID568_6_R7_W0.1256_Ang0,ID568_6_R7_W0.1256.csv,0,6.492,7.787,77.18,3.106,6.4815,7.7492,77.8088,3.0932
ID568_6_R7_W0.1256_Ang20,ID568_6_R7_W0.1256.csv,20,6.4667,7.9475,76.22,3.08,6.3836,7.6189,81.5859,2.9376
ID568_6_R7_W0.1256_Ang40,ID568_6_R7_W0.1256.csv,40,6.4956,8.3859,71.59,3.13,6.4994,7.8027,76.8492,2.9723
ID568_6_R7_W0.1256_Ang60,ID568_6_R7_W0.1256.csv,60,6.4825,8.7584,68.82,3.214,6.5616,7.9048,74.4279,2.9882
ID568_6_R7_W0.1256_Ang80,ID568_6_R7_W0.1256.csv,80,6.4682,8.9534,67.62,3.29,6.5901,7.9052,73.7799,3.02
ID569_6_R7_W0.14_Ang0,ID569_6_R7_W0.14.csv,0,6.4991,7.2066,83.22,2.803,6.4901,7.1925,83.6104,2.7968
ID569_6_R7_W0.14_Ang20,ID569_6_R7_W0.14.csv,20,6.4095,7.3273,84.15,2.698,6.509,7.2623,82.3275,2.7153
ID569_6_R7_W0.14_Ang40,ID569_6_R7_W0.14.csv,40,6.4941,7.5892,79.14,2.86,6.4206,6.9,89.0521,2.6564
ID569_6_R7_W0.14_Ang60,ID569_6_R7_W0.14.csv,60,6.4913,8.0401,74.77,2.916,6.5809,7.2259,80.9432,2.7262
ID569_6_R7_W0.14_Ang80,ID569_6_R7_W0.14.csv,80,6.4812,8.1556,73.94,2.997,6.5935,7.0681,82.4338,2.7318
ID570_6_R8_W0.01_Ang0,ID570_6_R8_W0.01.csv,0,4.9133,19.6499,53.4,12.23,4.9055,19.68,53.4874,12.1593
ID570_6_R8_W0.01_Ang20,ID570_6_R8_W0.01.csv,20,4.8641,20.0418,53.42,12.203,4.9179,19.6652,53.2567,12.2021
ID570_6_R8_W0.01_Ang40,ID570_6_R8_W0.01.csv,40,4.8263,20.4912,53.07,12.332,4.9728,19.5756,52.3276,12.3532
ID570_6_R8_W0.01_Ang60,ID570_6_R8_W0.01.csv,60,4.7622,20.6582,54.07,12.554,4.9425,19.45,53.3121,12.3035
ID570_6_R8_W0.01_Ang80,ID570_6_R8_W0.01.csv,80,4.7401,21.7366,51.86,12.559,4.9553,20.1227,51.2642,12.5411
ID571_6_R8_W0.0267_Ang0,ID571_6_R8_W0.0267.csv,0,5.1708,16.3953,57.78,7.968,5.1759,16.3787,57.7279,7.9482
ID571_6_R8_W0.0267_Ang20,ID571_6_R8_W0.0267.csv,20,4.9931,18.5839,54.67,7.905,5.0022,18.3523,55.1595,7.8448
ID571_6_R8_W0.0267_Ang40,ID571_6_R8_W0.0267.csv,40,5.0295,18.5784,53.9,8.112,5.0899,17.7636,55.0417,7.9456
ID571_6_R8_W0.0267_Ang60,ID571_6_R8_W0.0267.csv,60,5.0222,18.0499,55.64,8.1,5.1474,17.0887,55.9433,7.9072
ID571_6_R8_W0.0267_Ang80,ID571_6_R8_W0.0267.csv,80,5.0453,18.5963,53.51,9.076,5.2017,16.9561,55.2105,8.1073
ID572_6_R8_W0.0433_Ang0,ID572_6_R8_W0.0433.csv,0,5.2726,14.9951,60.76,6.096,5.3005,14.9298,60.3875,6.1626
ID572_6_R8_W0.0433_Ang20,ID572_6_R8_W0.0433.csv,20,5.2359,15.6598,59.0,6.057,5.2615,15.4185,59.3447,6.0553
ID572_6_R8_W0.0433_Ang40,ID572_6_R8_W0.0433.csv,40,5.1605,16.843,56.47,6.291,5.1925,16.3131,57.59,6.1556
ID572_6_R8_W0.0433_Ang60,ID572_6_R8_W0.0433.csv,60,5.1311,17.3251,55.53,6.355,5.2118,16.2873,57.2546,6.1817
ID572_6_R8_W0.0433_Ang80,ID572_6_R8_W0.0433.csv,80,5.1247,17.7512,54.33,6.527,5.2308,16.2732,56.8889,6.2007
ID573_6_R8_W0.06_Ang0,ID573_6_R8_W0.06.csv,0,5.3991,13.4128,64.79,5.098,5.4221,13.4018,64.2895,5.1222
ID573_6_R8_W0.06_Ang20,ID573_6_R8_W0.06.csv,20,5.3792,14.0084,62.49,5.19,5.401,13.8542,62.6767,5.1583
ID573_6_R8_W0.06_Ang40,ID573_6_R8_W0.06.csv,40,5.3309,14.6544,60.82,5.28,5.3941,14.121,61.6515,5.2236
ID573_6_R8_W0.06_Ang60,ID573_6_R8_W0.06.csv,60,5.2763,15.5857,58.38,5.298,5.3689,14.5655,60.3308,5.1462
ID573_6_R8_W0.06_Ang80,ID573_6_R8_W0.06.csv,80,5.2676,15.9385,57.27,5.427,5.3803,14.5404,60.1803,5.1737
ID574_6_R8_W0.0767_Ang0,ID574_6_R8_W0.0767.csv,0,5.4771,12.6546,66.73,4.48,5.4662,12.6674,66.9247,4.5586
ID574_6_R8_W0.0767_Ang20,ID574_6_R8_W0.0767.csv,20,5.4639,12.7905,66.34,4.536,5.4728,12.5689,67.2851,4.4751
ID574_6_R8_W0.0767_Ang40,ID574_6_R8_W0.0767.csv,40,5.4295,13.8485,62.05,4.546,5.4473,13.2107,64.6179,4.4221
ID574_6_R8_W0.0767_Ang60,ID574_6_R8_W0.0767.csv,60,5.4094,14.2943,60.56,4.646,5.4607,13.1459,64.6174,4.3828
ID574_6_R8_W0.0767_Ang80,ID574_6_R8_W0.0767.csv,80,5.4085,14.5717,59.43,4.712,5.4653,13.1682,64.4002,4.3865
ID575_6_R8_W0.0933_Ang0,ID575_6_R8_W0.0933.csv,0,5.551,11.4685,71.68,3.957,5.5251,11.3678,72.9935,3.9128
ID575_6_R8_W0.0933_Ang20,ID575_6_R8_W0.0933.csv,20,5.5404,11.9832,68.86,3.936,5.54,11.7026,70.5236,3.8874
ID575_6_R8_W0.0933_Ang40,ID575_6_R8_W0.0933.csv,40,5.525,12.6442,65.63,4.045,5.5538,12.0337,68.2438,3.9213
ID575_6_R8_W0.0933_Ang60,ID575_6_R8_W0.0933.csv,60,5.512,13.094,63.67,4.108,5.5539,12.0399,68.2061,3.9118
ID575_6_R8_W0.0933_Ang80,ID575_6_R8_W0.0933.csv,80,5.5071,13.4061,62.3,4.219,5.5488,12.0163,68.4656,3.8994
ID576_6_R8_W0.11_Ang0,ID576_6_R8_W0.11.csv,0,5.586,10.4321,77.82,3.503,5.5467,10.2752,80.1283,3.4834
ID576_6_R8_W0.11_Ang20,ID576_6_R8_W0.11.csv,20,5.6027,11.1465,72.4,3.517,5.6063,10.8794,74.0758,3.495
ID576_6_R8_W0.11_Ang40,ID576_6_R8_W0.11.csv,40,5.5886,11.5903,69.97,3.646,5.6658,11.0048,71.7023,3.5738
ID576_6_R8_W0.11_Ang60,ID576_6_R8_W0.11.csv,60,5.6058,11.9688,67.35,3.745,5.6241,10.947,73.1542,3.5158
ID576_6_R8_W0.11_Ang80,ID576_6_R8_W0.11.csv,80,5.5984,12.2588,65.93,3.867,5.6662,11.0263,71.5527,3.5487
ID577_6_R8_W0.1267_Ang0,ID577_6_R8_W0.1267.csv,0,5.6347,9.7412,81.9,3.194,5.6265,9.7047,82.4491,3.1663
ID577_6_R8_W0.1267_Ang20,ID577_6_R8_W0.1267.csv,20,5.6744,10.3042,76.35,3.224,5.6781,10.0834,77.9155,3.1873
ID577_6_R8_W0.1267_Ang40,ID577_6_R8_W0.1267.csv,40,5.6424,10.6093,74.99,3.277,5.7379,10.0553,76.5127,3.2658
ID577_6_R8_W0.1267_Ang60,ID577_6_R8_W0.1267.csv,60,5.6737,11.002,71.52,3.45,5.6716,9.9147,79.4234,3.1865
ID577_6_R8_W0.1267_Ang80,ID577_6_R8_W0.1267.csv,80,5.6604,11.2385,70.35,3.494,5.7368,9.9363,77.459,3.244
ID578_6_R8_W0.1433_Ang0,ID578_6_R8_W0.1433.csv,0,5.624,8.9186,89.79,2.831,5.6781,9.0227,87.0742,2.8696
ID578_6_R8_W0.1433_Ang20,ID578_6_R8_W0.1433.csv,20,5.7026,9.3441,83.36,2.927,5.7258,9.1861,84.1079,2.9033
ID578_6_R8_W0.1433_Ang40,ID578_6_R8_W0.1433.csv,40,5.6804,9.7134,80.82,2.977,5.771,9.1514,83.11,2.964
ID578_6_R8_W0.1433_Ang60,ID578_6_R8_W0.1433.csv,60,5.7066,10.0768,77.19,3.137,5.7441,9.0461,84.8675,2.9331
ID578_6_R8_W0.1433_Ang80,ID578_6_R8_W0.1433.csv,80,5.6884,10.3414,75.7,3.171,5.7948,9.1386,82.5432,2.9352
ID579_6_R8_W0.16_Ang0,ID579_6_R8_W0.16.csv,0,5.6542,8.232,96.25,2.561,5.666,8.2075,96.1348,2.5806
ID579_6_R8_W0.16_Ang20,ID579_6_R8_W0.16.csv,20,5.7091,8.503,91.4,2.656,5.729,8.3069,92.9054,2.6583
ID579_6_R8_W0.16_Ang40,ID579_6_R8_W0.16.csv,40,5.6931,8.7989,88.82,2.73,5.7981,8.297,90.8119,2.7273
ID579_6_R8_W0.16_Ang60,ID579_6_R8_W0.16.csv,60,5.6936,9.1188,85.69,2.919,5.717,8.0983,95.7006,2.6461
ID579_6_R8_W0.16_Ang80,ID579_6_R8_W0.16.csv,80,5.6953,9.3126,83.85,2.885,5.8065,8.1757,91.8932,2.7142
ID580_6_R9_W0.01_Ang0,ID580_6_R9_W0.01.csv,0,4.308,22.6081,60.37,12.69,4.3283,22.4282,60.2864,12.6776
ID580_6_R9_W0.01_Ang20,ID580_6_R9_W0.01.csv,20,4.3631,21.7244,61.25,12.787,4.3308,21.69,62.2663,12.576
ID580_6_R9_W0.01_Ang40,ID580_6_R9_W0.01.csv,40,4.2955,24.3084,56.48,13.285,4.3045,23.4471,58.3049,12.9574
ID580_6_R9_W0.01_Ang60,ID580_6_R9_W0.01.csv,60,4.2471,25.8382,54.35,13.761,4.2793,24.167,57.2365,13.1041
ID580_6_R9_W0.01_Ang80,ID580_6_R9_W0.01.csv,80,4.2462,26.0372,53.96,13.957,4.3007,24.1068,56.8107,13.243
ID581_6_R9_W0.0289_Ang0,ID581_6_R9_W0.0289.csv,0,4.513,18.9551,65.61,7.694,4.5318,18.8781,65.3352,7.7859
ID581_6_R9_W0.0289_Ang20,ID581_6_R9_W0.0289.csv,20,4.5392,19.2765,63.78,7.991,4.5155,18.9667,65.4992,7.8342
ID581_6_R9_W0.0289_Ang40,ID581_6_R9_W0.0289.csv,40,4.5115,20.8122,59.8,8.263,4.5361,19.882,61.9183,8.0474
ID581_6_R9_W0.0289_Ang60,ID581_6_R9_W0.0289.csv,60,4.4796,21.6736,58.24,8.452,4.5366,20.1487,61.0855,8.0826
ID581_6_R9_W0.0289_Ang80,ID581_6_R9_W0.0289.csv,80,4.5135,21.673,57.37,9.037,4.5216,19.7918,62.5998,7.9922
ID582_6_R9_W0.0478_Ang0,ID582_6_R9_W0.0478.csv,0,4.6365,16.5731,71.1,5.874,4.6221,16.5231,71.7585,5.8506
ID582_6_R9_W0.0478_Ang20,ID582_6_R9_W0.0478.csv,20,4.6262,18.5197,63.91,6.126,4.6394,18.3238,64.2233,6.0953
ID582_6_R9_W0.0478_Ang40,ID582_6_R9_W0.0478.csv,40,4.6483,18.4949,63.39,6.229,4.7045,17.558,65.1843,6.166
ID582_6_R9_W0.0478_Ang60,ID582_6_R9_W0.0478.csv,60,4.6427,19.1332,61.42,6.357,4.6878,17.8073,64.7298,6.0781
ID582_6_R9_W0.0478_Ang80,ID582_6_R9_W0.0478.csv,80,4.633,19.6166,60.16,6.543,4.6592,17.835,65.4239,5.9943
ID583_6_R9_W0.0667_Ang0,ID583_6_R9_W0.0667.csv,0,4.7218,16.424,69.17,4.937,4.7221,16.4363,69.1139,4.9248
ID583_6_R9_W0.0667_Ang20,ID583_6_R9_W0.0667.csv,20,4.7185,16.8764,67.41,5.024,4.7708,16.4415,67.6892,5.0923
ID583_6_R9_W0.0667_Ang40,ID583_6_R9_W0.0667.csv,40,4.7415,17.03,66.16,5.28,4.8045,16.0244,68.48,5.2207
ID583_6_R9_W0.0667_Ang60,ID583_6_R9_W0.0667.csv,60,4.7493,17.3308,64.8,5.396,4.7878,16.0233,68.964,5.1366
ID583_6_R9_W0.0667_Ang80,ID583_6_R9_W0.0667.csv,80,4.7465,17.819,63.1,5.553,4.7737,16.2637,68.3453,5.1109
ID584_6_R9_W0.0856_Ang0,ID584_6_R9_W0.0856.csv,0,4.8081,14.9753,73.17,4.255,4.8044,14.9925,73.1974,4.2161
ID584_6_R9_W0.0856_Ang20,ID584_6_R9_W0.0856.csv,20,4.8019,15.3925,71.37,4.342,4.8402,14.9848,72.1533,4.3593
ID584_6_R9_W0.0856_Ang40,ID584_6_R9_W0.0856.csv,40,4.7839,15.8749,69.72,4.453,4.8706,14.9243,71.5451,4.4127
ID584_6_R9_W0.0856_Ang60,ID584_6_R9_W0.0856.csv,60,4.8373,15.833,68.37,4.744,4.8838,14.5043,73.2207,4.4551
ID584_6_R9_W0.0856_Ang80,ID584_6_R9_W0.0856.csv,80,4.823,16.2968,66.82,4.731,4.8783,14.6475,72.6682,4.4109
ID585_6_R9_W0.1044_Ang0,ID585_6_R9_W0.1044.csv,0,4.8812,13.4505,79.04,3.769,4.8906,13.4316,78.8472,3.7463
ID585_6_R9_W0.1044_Ang20,ID585_6_R9_W0.1044.csv,20,4.9189,13.9003,75.31,3.897,4.9352,13.6674,76.0931,3.911
ID585_6_R9_W0.1044_Ang40,ID585_6_R9_W0.1044.csv,40,4.8864,14.3549,73.9,3.98,4.9688,13.5415,75.7647,3.9547
ID585_6_R9_W0.1044_Ang60,ID585_6_R9_W0.1044.csv,60,4.9057,14.8406,70.92,4.128,4.9775,13.6508,74.8964,3.9534
ID585_6_R9_W0.1044_Ang80,ID585_6_R9_W0.1044.csv,80,4.8973,14.8606,71.07,4.372,4.9552,13.089,78.8149,3.9101
ID586_6_R9_W0.1233_Ang0,ID586_6_R9_W0.1233.csv,0,4.9622,12.4402,82.69,3.398,4.985,12.4715,81.7317,3.4358
ID586_6_R9_W0.1233_Ang20,ID586_6_R9_W0.1233.csv,20,5.0071,12.7422,79.29,3.575,5.0125,12.6223,79.8714,3.4965
ID586_6_R9_W0.1233_Ang40,ID586_6_R9_W0.1233.csv,40,4.9594,13.0545,78.89,3.609,5.0385,12.3216,80.9772,3.5825
ID586_6_R9_W0.1233_Ang60,ID586_6_R9_W0.1233.csv,60,4.9657,13.6209,75.42,3.699,5.0611,12.4738,79.2769,3.5847
ID586_6_R9_W0.1233_Ang80,ID586_6_R9_W0.1233.csv,80,4.9616,13.8974,74.04,3.762,5.0684,12.4457,79.2294,3.5884
ID587_6_R9_W0.1422_Ang0,ID587_6_R9_W0.1422.csv,0,5.0218,11.5018,87.33,3.068,5.0397,11.5337,86.4686,3.1051
ID587_6_R9_W0.1422_Ang20,ID587_6_R9_W0.1422.csv,20,5.0701,11.6497,84.58,3.226,5.0798,11.5002,85.3574,3.2022
ID587_6_R9_W0.1422_Ang40,ID587_6_R9_W0.1422.csv,40,4.9613,12.0077,85.7,3.181,5.0978,11.3912,85.5653,3.194
ID587_6_R9_W0.1422_Ang60,ID587_6_R9_W0.1422.csv,60,5.0177,12.5389,80.24,3.342,5.1131,11.3341,85.4821,3.224
ID587_6_R9_W0.1422_Ang80,ID587_6_R9_W0.1422.csv,80,5.0063,12.7151,79.48,3.421,5.1321,11.3968,84.3863,3.2267
ID588_6_R9_W0.1611_Ang0,ID588_6_R9_W0.1611.csv,0,5.0473,10.3223,96.33,2.889,5.0425,10.3218,96.5141,2.8798
ID588_6_R9_W0.1611_Ang20,ID588_6_R9_W0.1611.csv,20,5.0828,10.5707,92.75,2.934,5.0916,10.3718,94.2051,2.9185
ID588_6_R9_W0.1611_Ang40,ID588_6_R9_W0.1611.csv,40,4.9838,10.917,93.42,2.919,5.111,10.3304,93.8675,2.904
ID588_6_R9_W0.1611_Ang60,ID588_6_R9_W0.1611.csv,60,5.0473,11.4416,86.9,3.031,5.1403,10.2456,93.5672,2.9172
ID588_6_R9_W0.1611_Ang80,ID588_6_R9_W0.1611.csv,80,5.0348,11.6188,86.0,3.11,5.1645,10.2485,92.6665,2.9369
ID589_6_R9_W0.18_Ang0,ID589_6_R9_W0.18.csv,0,5.0327,9.4668,105.64,2.535,5.0429,9.4419,105.4919,2.6119
ID589_6_R9_W0.18_Ang20,ID589_6_R9_W0.18.csv,20,5.0819,9.6163,102.0,2.679,5.0924,9.4015,103.895,2.6707
ID589_6_R9_W0.18_Ang40,ID589_6_R9_W0.18.csv,40,4.9522,9.9211,104.11,2.6,5.1111,9.3932,103.2284,2.6544
ID589_6_R9_W0.18_Ang60,ID589_6_R9_W0.18.csv,60,5.0182,10.3796,96.91,2.496,5.1115,9.1935,105.4524,2.6156
ID589_6_R9_W0.18_Ang80,ID589_6_R9_W0.18.csv,80,5.0045,10.5369,95.98,2.814,5.1337,9.1025,105.5888,2.6627
ID590_6_R10_W0.01_Ang0,ID590_6_R10_W0.01.csv,0,3.8061,27.5628,63.44,13.582,3.8158,27.632,62.9578,13.6897
ID590_6_R10_W0.01_Ang20,ID590_6_R10_W0.01.csv,20,3.8079,27.6537,63.17,13.701,3.8225,27.6222,62.7597,13.7359
ID590_6_R10_W0.01_Ang40,ID590_6_R10_W0.01.csv,40,3.7945,28.4054,61.93,13.96,3.8238,27.5639,62.8496,13.6806
ID590_6_R10_W0.01_Ang60,ID590_6_R10_W0.01.csv,60,3.803,28.7724,60.87,14.087,3.8392,27.619,62.2229,13.7579
ID590_6_R10_W0.01_Ang80,ID590_6_R10_W0.01.csv,80,3.7901,29.4219,59.93,14.424,3.8597,27.5448,61.728,13.92
ID591_6_R10_W0.0311_Ang0,ID591_6_R10_W0.0311.csv,0,4.0277,22.5183,69.34,7.914,4.0383,22.6314,68.6324,7.9408
ID591_6_R10_W0.0311_Ang20,ID591_6_R10_W0.0311.csv,20,4.0405,22.8702,67.84,8.08,4.0555,22.6618,67.9618,8.0865
ID591_6_R10_W0.0311_Ang40,ID591_6_R10_W0.0311.csv,40,4.0148,23.7371,66.2,8.186,4.0503,23.2325,66.4618,8.106
ID591_6_R10_W0.0311_Ang60,ID591_6_R10_W0.0311.csv,60,4.0158,23.6485,66.42,8.343,4.0875,22.3775,67.7509,8.1044
ID591_6_R10_W0.0311_Ang80,ID591_6_R10_W0.0311.csv,80,4.0002,24.8695,63.65,8.608,4.0704,23.2771,65.681,8.2237
ID592_6_R10_W0.0522_Ang0,ID592_6_R10_W0.0522.csv,0,4.2147,19.874,71.75,6.089,4.1943,19.8721,72.4572,6.0799
ID592_6_R10_W0.0522_Ang20,ID592_6_R10_W0.0522.csv,20,4.1817,20.4847,70.71,6.073,4.1689,20.405,71.4272,6.0646
ID592_6_R10_W0.0522_Ang40,ID592_6_R10_W0.0522.csv,40,4.1731,20.8767,69.67,6.234,4.1924,20.4289,70.5444,6.1709
ID592_6_R10_W0.0522_Ang60,ID592_6_R10_W0.0522.csv,60,4.1624,21.5012,68.0,6.37,4.2018,20.4093,70.2987,6.1413
ID592_6_R10_W0.0522_Ang80,ID592_6_R10_W0.0522.csv,80,4.1582,21.8991,66.9,6.547,4.2185,20.324,70.0344,6.1784
ID593_6_R10_W0.0733_Ang0,ID593_6_R10_W0.0733.csv,0,4.2665,18.2347,76.31,5.019,4.276,18.341,75.534,5.0034
ID593_6_R10_W0.0733_Ang20,ID593_6_R10_W0.0733.csv,20,4.2854,18.5349,74.42,5.051,4.2719,18.2804,75.9308,5.0059
ID593_6_R10_W0.0733_Ang40,ID593_6_R10_W0.0733.csv,40,4.2687,18.6776,74.42,5.266,4.2974,18.228,75.2476,5.1117
ID593_6_R10_W0.0733_Ang60,ID593_6_R10_W0.0733.csv,60,4.2667,19.2387,72.33,5.438,4.3189,18.1546,74.8016,5.1708
ID593_6_R10_W0.0733_Ang80,ID593_6_R10_W0.0733.csv,80,4.2664,19.8442,70.13,5.5,4.3163,18.3142,74.2383,5.138
ID594_6_R10_W0.0944_Ang0,ID594_6_R10_W0.0944.csv,0,4.3815,16.3317,80.79,4.713,4.3704,16.3162,81.277,4.4674
ID594_6_R10_W0.0944_Ang20,ID594_6_R10_W0.0944.csv,20,4.3927,16.796,78.16,4.43,4.3598,16.6539,80.017,4.2869
ID594_6_R10_W0.0944_Ang40,ID594_6_R10_W0.0944.csv,40,4.3739,17.3184,76.45,4.529,4.3792,16.7715,78.7542,4.3128
ID594_6_R10_W0.0944_Ang60,ID594_6_R10_W0.0944.csv,60,4.3592,17.7613,75.05,4.603,4.4013,16.7867,77.8937,4.3431
ID594_6_R10_W0.0944_Ang80,ID594_6_R10_W0.0944.csv,80,4.3609,18.2279,73.07,4.814,4.4146,16.7398,77.6433,4.4211
ID595_6_R10_W0.1156_Ang0,ID595_6_R10_W0.1156.csv,0,4.441,14.836,86.57,3.811,4.4334,14.8059,87.0444,3.8528
ID595_6_R10_W0.1156_Ang20,ID595_6_R10_W0.1156.csv,20,4.4784,15.4856,81.56,3.919,4.4252,15.262,84.7536,3.7805
ID595_6_R10_W0.1156_Ang40,ID595_6_R10_W0.1156.csv,40,4.4425,15.7839,81.32,4.038,4.4563,15.449,82.5635,3.8282
ID595_6_R10_W0.1156_Ang60,ID595_6_R10_W0.1156.csv,60,4.4447,16.3277,78.53,4.119,4.4785,15.3101,82.4873,3.841
ID595_6_R10_W0.1156_Ang80,ID595_6_R10_W0.1156.csv,80,4.4214,16.7148,77.52,4.199,4.4818,15.2514,82.6849,3.8782
ID596_6_R10_W0.1367_Ang0,ID596_6_R10_W0.1367.csv,0,4.4951,13.6361,91.93,3.432,4.4993,13.6738,91.5096,3.4211
ID596_6_R10_W0.1367_Ang20,ID596_6_R10_W0.1367.csv,20,4.5279,14.213,86.93,3.48,4.4883,14.035,89.5902,3.3621
ID596_6_R10_W0.1367_Ang40,ID596_6_R10_W0.1367.csv,40,4.4974,14.4026,86.95,3.674,4.5242,13.9929,88.4384,3.4136
ID596_6_R10_W0.1367_Ang60,ID596_6_R10_W0.1367.csv,60,4.4869,14.696,85.62,3.764,4.6208,13.0526,90.8896,3.6165
ID596_6_R10_W0.1367_Ang80,ID596_6_R10_W0.1367.csv,80,4.4832,15.3049,82.34,3.837,4.553,13.8971,87.9255,3.4949
ID597_6_R10_W0.1578_Ang0,ID597_6_R10_W0.1578.csv,0,4.5318,12.618,97.75,3.071,4.5284,12.5918,98.0997,3.0555
ID597_6_R10_W0.1578_Ang20,ID597_6_R10_W0.1578.csv,20,4.4686,13.4466,94.34,2.95,4.5325,13.4142,91.9189,2.9561
ID597_6_R10_W0.1578_Ang40,ID597_6_R10_W0.1578.csv,40,4.5448,13.2481,92.57,3.302,4.5564,12.6877,96.1635,3.0874
